Customer ID,Full Name,Date of Purchase,Age,State,MTN Device,Gender,Satisfaction Rate,Customer Review,Customer Tenure in months,Subscription Plan,Unit Price,Number of Times Purchased,Total Revenue,Data Usage,Customer Churn Status,Reasons for Churn,Subscription Plan_encoded,tenure_x_Data Usage,charge_per_usage,Age_binned
CUST0354,Sade Brown,Feb-25,49,Delta,Mobile SIM Card,Male,4,Very Good,11,16.5GB+10mins Monthly Plan,6500,1,6500,174.12,No,,6,1915.3200000000002,37.117405207857466,Middle
CUST0355,Abubakar Martin,Jan-25,73,Jigawa,5G Broadband Router,Female,1,Poor,34,200GB Monthly Broadband Plan,25000,4,100000,54.43,No,,10,1850.62,1804.0772145047808,Senior
CUST0355,Abubakar Martin,Jan-25,73,Jigawa,4G Router,Female,1,Poor,34,25GB Monthly Plan,9000,13,117000,131.04,No,,12,4455.36,886.095122690094,Senior
CUST0355,Abubakar Martin,Jan-25,73,Jigawa,Mobile SIM Card,Female,1,Poor,34,12.5GB Monthly Plan,5500,8,44000,154.74,No,,3,5261.16,282.5221523051239,Senior
CUST0356,Bala Gibson,Jan-25,59,Enugu,Mobile SIM Card,Female,1,Poor,36,3.2GB 2-Day Plan,1000,15,15000,105.29,No,,13,3790.44,141.12334180073384,Mature
CUST0357,Oghene Winters,Jan-25,44,Cross River,4G Router,Female,1,Poor,13,65GB Monthly Plan,16000,4,64000,141.76,No,,19,1842.8799999999999,448.3048472961614,Middle
CUST0358,Chinedu Smith,Jan-25,32,Jigawa,Broadband MiFi,Male,2,Fair,58,300GB FUP Monthly Unlimited,30000,11,330000,153.99,Yes,Fast Data Consumption,14,8931.42,2129.1696238467,Young
CUST0358,Chinedu Smith,Jan-25,32,Jigawa,5G Broadband Router,Male,2,Fair,58,120GB Monthly Broadband Plan,24000,3,72000,32.81,Yes,Fast Data Consumption,4,1902.98,2129.547471162378,Young
CUST0358,Chinedu Smith,Jan-25,32,Jigawa,4G Router,Male,2,Fair,58,25GB Monthly Plan,9000,13,117000,155.53,Yes,Fast Data Consumption,12,9020.74,747.4605506931579,Young
CUST0359,Omamuzo Juarez,Mar-25,58,Oyo,4G Router,Female,2,Fair,53,165GB Monthly Plan,35000,16,560000,36.1,No,,7,1913.3000000000002,15094.339622641508,Mature
CUST0359,Omamuzo Juarez,Mar-25,58,Oyo,5G Broadband Router,Female,2,Fair,53,150GB FUP Monthly Unlimited,20000,14,280000,29.2,No,,5,1547.6,9271.523178807947,Mature
CUST0360,Fatima Webb,Jan-25,29,Nasarawa,Mobile SIM Card,Female,1,Poor,7,12.5GB Monthly Plan,5500,1,5500,30.2,Yes,High Call Tarriffs,3,211.4,176.2820512820513,Young
CUST0360,Fatima Webb,Jan-25,29,Nasarawa,Broadband MiFi,Female,1,Poor,7,30GB Monthly Broadband Plan,9000,9,81000,133.09,Yes,High Call Tarriffs,15,931.63,604.0718920128272,Young
CUST0361,Obinna Andrews,Feb-25,58,Kebbi,Broadband MiFi,Male,4,Very Good,33,30GB Monthly Broadband Plan,9000,16,144000,77.19,No,,15,2547.27,1841.6677324466045,Mature
CUST0361,Obinna Andrews,Feb-25,58,Kebbi,5G Broadband Router,Male,4,Very Good,33,150GB FUP Monthly Unlimited,20000,12,240000,113.67,No,,5,3751.11,2092.9624138833174,Mature
CUST0361,Obinna Andrews,Feb-25,58,Kebbi,Mobile SIM Card,Male,4,Very Good,33,7GB Monthly Plan,3500,13,45500,136.53,No,,20,4505.49,330.836908310914,Mature
CUST0362,Sade Donaldson,Feb-25,27,Gombe,Broadband MiFi,Female,3,Good,6,60GB Monthly Broadband Plan,14500,10,145000,132.32,No,,18,793.92,1087.6087608760877,Very Young
CUST0363,Omamuzo Alexander,Feb-25,29,Ekiti,4G Router,Female,2,Fair,6,165GB Monthly Plan,35000,18,630000,78.06,Yes,Poor Customer Service,7,468.36,7968.63141917531,Young
CUST0364,Maryam Harmon,Jan-25,79,Adamawa,Broadband MiFi,Female,3,Good,2,150GB FUP Monthly Unlimited,20000,17,340000,161.52,Yes,Better Offers from Competitors,5,323.04,2092.0502092050206,Senior
CUST0364,Maryam Harmon,Jan-25,79,Adamawa,4G Router,Female,3,Good,2,165GB Monthly Plan,35000,18,630000,188.05,Yes,Better Offers from Competitors,7,376.1,3332.45173234594,Senior
CUST0364,Maryam Harmon,Jan-25,79,Adamawa,Mobile SIM Card,Female,3,Good,2,1.5GB 2-Day Plan,600,8,4800,148.34,Yes,Better Offers from Competitors,0,296.68,32.14142225793491,Senior
CUST0365,Kunle Myers,Jan-25,20,Plateau,Broadband MiFi,Female,4,Very Good,42,30GB Monthly Broadband Plan,9000,2,18000,34.86,No,,15,1464.12,501.952035694367,Very Young
CUST0365,Kunle Myers,Jan-25,20,Plateau,Mobile SIM Card,Female,4,Very Good,42,1GB+1.5mins Daily Plan,500,4,2000,164.24,No,,8,6898.08,12.103606874848705,Very Young
CUST0365,Kunle Myers,Jan-25,20,Plateau,5G Broadband Router,Female,4,Very Good,42,1.5TB Yearly Broadband Plan,150000,19,2850000,122.44,No,,1,5142.48,23088.139987038237,Very Young
CUST0366,Kunle Brady,Feb-25,29,Delta,5G Broadband Router,Female,1,Poor,39,450GB 3-Month Broadband Plan,75000,19,1425000,65.18,No,,16,2542.0200000000004,21532.18495013599,Young
CUST0366,Kunle Brady,Feb-25,29,Delta,Mobile SIM Card,Female,1,Poor,39,16.5GB+10mins Monthly Plan,6500,7,45500,27.9,No,,6,1088.1,1574.3944636678202,Young
CUST0367,Bola Carpenter,Mar-25,38,Bayelsa,5G Broadband Router,Male,2,Fair,8,300GB FUP Monthly Unlimited,30000,19,570000,88.01,No,,14,704.08,6403.774856757667,Young
CUST0368,Bola Meadows,Feb-25,33,Anambra,Broadband MiFi,Female,1,Poor,50,30GB Monthly Broadband Plan,9000,3,27000,36.29,No,,15,1814.5,724.0547063555913,Young
CUST0369,Abubakar Rodriguez,Feb-25,69,Taraba,4G Router,Male,3,Good,14,65GB Monthly Plan,16000,16,256000,119.46,No,,19,1672.4399999999998,2125.186783994687,Senior
CUST0369,Abubakar Rodriguez,Feb-25,69,Taraba,Broadband MiFi,Male,3,Good,14,120GB Monthly Broadband Plan,24000,10,240000,190.08,No,,4,2661.1200000000003,1256.0184216035168,Senior
CUST0370,Oghene Bush,Jan-25,69,Lagos,5G Broadband Router,Male,5,Excellent,13,1.5TB Yearly Broadband Plan,150000,7,1050000,154.18,No,,1,2004.3400000000001,6766.33586802423,Senior
CUST0370,Oghene Bush,Jan-25,69,Lagos,Mobile SIM Card,Male,5,Excellent,13,1GB+1.5mins Daily Plan,500,4,2000,11.09,No,,8,144.17,165.42597187758477,Senior
CUST0370,Oghene Bush,Jan-25,69,Lagos,Broadband MiFi,Male,5,Excellent,13,150GB FUP Monthly Unlimited,20000,16,320000,137.21,No,,5,1783.73,2315.3172708197667,Senior
CUST0371,Grace Wilkerson,Mar-25,38,Abuja (FCT),Mobile SIM Card,Male,3,Good,4,3.2GB 2-Day Plan,1000,18,18000,148.21,Yes,Costly Data Plans,13,592.84,120.63534615642382,Young
CUST0371,Grace Wilkerson,Mar-25,38,Abuja (FCT),Broadband MiFi,Male,3,Good,4,150GB FUP Monthly Unlimited,20000,1,20000,32.03,Yes,Costly Data Plans,5,128.12,605.5101422948834,Young
CUST0372,Grace Salas,Feb-25,30,Kaduna,4G Router,Male,5,Excellent,47,25GB Monthly Plan,9000,4,36000,46.4,No,,12,2180.7999999999997,759.493670886076,Young
CUST0372,Grace Salas,Feb-25,30,Kaduna,5G Broadband Router,Male,5,Excellent,47,200GB Monthly Broadband Plan,25000,8,200000,45.94,No,,10,2159.18,4260.75841499787,Young
CUST0373,Ibim Adams,Feb-25,41,Jigawa,4G Router,Male,5,Excellent,5,165GB Monthly Plan,35000,12,420000,36.02,No,,7,180.10000000000002,11345.218800648297,Young
CUST0373,Ibim Adams,Feb-25,41,Jigawa,Broadband MiFi,Male,5,Excellent,5,150GB FUP Monthly Unlimited,20000,7,140000,91.82,No,,5,459.09999999999997,1508.2956259426849,Young
CUST0374,Oghene Oliver,Jan-25,50,Benue,Mobile SIM Card,Female,5,Excellent,9,12.5GB Monthly Plan,5500,11,60500,83.94,Yes,Poor Customer Service,3,755.46,712.2674829291265,Middle
CUST0375,Nura Oconnell,Feb-25,53,Abuja (FCT),Mobile SIM Card,Male,1,Poor,37,12.5GB Monthly Plan,5500,14,77000,56.19,No,,3,2079.0299999999997,1346.389228886169,Middle
CUST0375,Nura Oconnell,Feb-25,53,Abuja (FCT),Broadband MiFi,Male,1,Poor,37,150GB FUP Monthly Unlimited,20000,14,280000,49.94,No,,5,1847.78,5496.662740478995,Middle
CUST0375,Nura Oconnell,Feb-25,53,Abuja (FCT),4G Router,Male,1,Poor,37,10GB+10mins Monthly Plan,4500,19,85500,178.42,No,,2,6601.54,476.53550328837366,Middle
CUST0376,Obinna Miller,Feb-25,16,Kogi,Mobile SIM Card,Male,5,Excellent,3,3.2GB 2-Day Plan,1000,8,8000,90.76,Yes,Relocation,13,272.28000000000003,87.18395815170008,Very Young
CUST0377,Chinedu Christian,Mar-25,17,Kogi,Mobile SIM Card,Male,3,Good,9,1GB+1.5mins Daily Plan,500,15,7500,32.78,Yes,Poor Network,8,295.02,222.02486678507992,Very Young
CUST0378,Funke Carlson,Feb-25,74,Sokoto,Mobile SIM Card,Male,2,Fair,56,2.5GB 2-Day Plan,900,3,2700,172.15,No,,9,9640.4,15.59341611319665,Senior
CUST0378,Funke Carlson,Feb-25,74,Sokoto,5G Broadband Router,Male,2,Fair,56,450GB 3-Month Broadband Plan,75000,11,825000,178.74,No,,16,10009.44,4589.963280293758,Senior
CUST0379,Sarah Woods,Mar-25,20,Cross River,Broadband MiFi,Female,5,Excellent,49,120GB Monthly Broadband Plan,24000,2,48000,176.23,No,,4,8635.269999999999,270.8345088303335,Very Young
CUST0380,Michael Jacobs,Mar-25,62,Oyo,5G Broadband Router,Male,4,Very Good,25,150GB FUP Monthly Unlimited,20000,7,140000,112.37,No,,5,2809.25,1234.894592925818,Mature
CUST0380,Michael Jacobs,Mar-25,62,Oyo,Broadband MiFi,Male,4,Very Good,25,150GB FUP Monthly Unlimited,20000,8,160000,196.26,No,,5,4906.5,811.1122376558857,Mature
CUST0381,David Murphy,Feb-25,30,Taraba,Mobile SIM Card,Male,3,Good,49,2.5GB 2-Day Plan,900,12,10800,13.14,No,,9,643.86,763.7906647807638,Young
CUST0381,David Murphy,Feb-25,30,Taraba,4G Router,Male,3,Good,49,165GB Monthly Plan,35000,17,595000,97.5,No,,7,4777.5,6040.609137055838,Young
CUST0382,Ifeanyi Cooper,Mar-25,76,Adamawa,Broadband MiFi,Female,1,Poor,29,60GB Monthly Broadband Plan,14500,10,145000,179.64,Yes,Fast Data Consumption,18,5209.5599999999995,802.7015057573074,Senior
CUST0383,Kunle Manning,Feb-25,29,Abuja (FCT),Broadband MiFi,Female,4,Very Good,8,120GB Monthly Broadband Plan,24000,16,384000,186.38,Yes,Poor Customer Service,4,1491.04,2049.3115593980147,Young
CUST0383,Kunle Manning,Feb-25,29,Abuja (FCT),4G Router,Female,4,Very Good,8,25GB Monthly Plan,9000,1,9000,84.32,Yes,Poor Customer Service,12,674.56,105.48523206751055,Young
CUST0383,Kunle Manning,Feb-25,29,Abuja (FCT),5G Broadband Router,Female,4,Very Good,8,120GB Monthly Broadband Plan,24000,1,24000,38.22,Yes,Poor Customer Service,4,305.76,611.9326874043855,Young
CUST0384,Nura Rodriguez,Mar-25,58,Kogi,Mobile SIM Card,Female,4,Very Good,42,1.5GB 2-Day Plan,600,10,6000,179.71,No,,0,7547.820000000001,33.20236843561507,Mature
CUST0384,Nura Rodriguez,Mar-25,58,Kogi,4G Router,Female,4,Very Good,42,10GB+10mins Monthly Plan,4500,8,36000,157.96,No,,2,6634.320000000001,226.4720684448918,Mature
CUST0384,Nura Rodriguez,Mar-25,58,Kogi,5G Broadband Router,Female,4,Very Good,42,1.5TB Yearly Broadband Plan,150000,10,1500000,74.69,No,,1,3136.98,19817.677368212448,Mature
CUST0385,Sade George,Feb-25,34,Ekiti,5G Broadband Router,Female,5,Excellent,30,300GB FUP Monthly Unlimited,30000,4,120000,32.67,No,,14,980.1,3564.003564003564,Young
CUST0385,Sade George,Feb-25,34,Ekiti,Broadband MiFi,Female,5,Excellent,30,30GB Monthly Broadband Plan,9000,19,171000,198.76,No,,15,5962.799999999999,856.0272326792151,Young
CUST0385,Sade George,Feb-25,34,Ekiti,Mobile SIM Card,Female,5,Excellent,30,1.5GB 2-Day Plan,600,12,7200,88.46,No,,0,2653.7999999999997,80.48289738430584,Young
CUST0386,Shehu Torres,Feb-25,42,Rivers,5G Broadband Router,Female,3,Good,23,150GB FUP Monthly Unlimited,20000,13,260000,184.13,No,,5,4234.99,1404.418516717982,Middle
CUST0387,Grace Walsh,Jan-25,34,Sokoto,5G Broadband Router,Female,5,Excellent,10,120GB Monthly Broadband Plan,24000,19,456000,193.94,No,,4,1939.4,2339.1812865497077,Young
CUST0387,Grace Walsh,Jan-25,34,Sokoto,4G Router,Female,5,Excellent,10,10GB+10mins Monthly Plan,4500,15,67500,160.02,No,,2,1600.2,419.2025835299963,Young
CUST0388,Tega Cervantes,Jan-25,30,Taraba,Mobile SIM Card,Male,3,Good,9,7GB Monthly Plan,3500,2,7000,18.95,Yes,Relocation,20,170.54999999999998,350.87719298245617,Young
CUST0389,Bala Dunn,Jan-25,44,Akwa Ibom,Broadband MiFi,Male,5,Excellent,2,150GB FUP Monthly Unlimited,20000,20,400000,98.35,No,,5,196.7,4026.1701056869656,Middle
CUST0389,Bala Dunn,Jan-25,44,Akwa Ibom,5G Broadband Router,Male,5,Excellent,2,30GB Monthly Broadband Plan,9000,12,108000,181.74,No,,15,363.48,591.003611688738,Middle
CUST0389,Bala Dunn,Jan-25,44,Akwa Ibom,4G Router,Male,5,Excellent,2,165GB Monthly Plan,35000,14,490000,30.02,No,,7,60.04,15796.260477111542,Middle
CUST0390,Ejiro Gonzalez,Mar-25,65,Gombe,Broadband MiFi,Male,3,Good,19,60GB Monthly Broadband Plan,14500,14,203000,148.43,No,,18,2820.17,1358.4956166767047,Mature
CUST0390,Ejiro Gonzalez,Mar-25,65,Gombe,Mobile SIM Card,Male,3,Good,19,12.5GB Monthly Plan,5500,14,77000,58.08,No,,3,1103.52,1303.3175355450237,Mature
CUST0391,Ibim Schwartz,Mar-25,33,Katsina,5G Broadband Router,Male,4,Very Good,14,150GB FUP Monthly Unlimited,20000,9,180000,1.82,No,,5,25.48,63829.787234042546,Young
CUST0391,Ibim Schwartz,Mar-25,33,Katsina,Broadband MiFi,Male,4,Very Good,14,60GB Monthly Broadband Plan,14500,15,217500,35.39,No,,18,495.46000000000004,5976.916735366859,Young
CUST0391,Ibim Schwartz,Mar-25,33,Katsina,4G Router,Male,4,Very Good,14,10GB+10mins Monthly Plan,4500,13,58500,40.25,No,,2,563.5,1418.1818181818182,Young
CUST0392,Abubakar Hayes,Mar-25,78,Rivers,4G Router,Female,4,Very Good,54,65GB Monthly Plan,16000,10,160000,31.23,No,,19,1686.42,4964.318957493018,Senior
CUST0392,Abubakar Hayes,Mar-25,78,Rivers,Broadband MiFi,Female,4,Very Good,54,60GB Monthly Broadband Plan,14500,10,145000,25.27,No,,18,1364.58,5519.604111153407,Senior
CUST0393,Ibim Ballard,Jan-25,38,Yobe,5G Broadband Router,Male,3,Good,2,1.5TB Yearly Broadband Plan,150000,9,1350000,113.33,No,,1,226.66,11807.924429283652,Young
CUST0394,John Nielsen,Mar-25,31,Gombe,5G Broadband Router,Male,2,Fair,55,1.5TB Yearly Broadband Plan,150000,5,750000,175.72,No,,1,9664.6,4244.001810774106,Young
CUST0395,Oghene Pacheco,Feb-25,36,Oyo,Broadband MiFi,Female,3,Good,24,150GB FUP Monthly Unlimited,20000,20,400000,153.06,Yes,Costly Data Plans,5,3673.44,2596.391016487083,Young
CUST0395,Oghene Pacheco,Feb-25,36,Oyo,5G Broadband Router,Female,3,Good,24,300GB FUP Monthly Unlimited,30000,11,330000,108.97,Yes,Costly Data Plans,14,2615.2799999999997,3000.818405019551,Young
CUST0395,Oghene Pacheco,Feb-25,36,Oyo,Mobile SIM Card,Female,3,Good,24,1GB+1.5mins Daily Plan,500,12,6000,54.66,Yes,Costly Data Plans,8,1311.84,107.79734099892204,Young
CUST0396,Ngozi Johnson,Mar-25,61,Plateau,5G Broadband Router,Male,3,Good,9,150GB FUP Monthly Unlimited,20000,17,340000,43.97,No,,5,395.73,7560.59595285746,Mature
CUST0396,Ngozi Johnson,Mar-25,61,Plateau,Broadband MiFi,Male,3,Good,9,150GB FUP Monthly Unlimited,20000,18,360000,166.4,No,,5,1497.6000000000001,2150.537634408602,Mature
CUST0397,Sarah Perry,Jan-25,30,Kogi,Mobile SIM Card,Female,1,Poor,59,7GB Monthly Plan,3500,12,42000,62.66,No,,20,3696.9399999999996,659.7549481621113,Young
CUST0398,Amaka Shannon,Mar-25,72,Bauchi,4G Router,Female,1,Poor,12,10GB+10mins Monthly Plan,4500,5,22500,171.43,No,,2,2057.16,130.48773415298962,Senior
CUST0399,Nura Delgado,Jan-25,55,Borno,Broadband MiFi,Male,4,Very Good,9,30GB Monthly Broadband Plan,9000,14,126000,155.05,No,,15,1395.45,807.4335148990707,Mature
CUST0400,Bola Vincent,Jan-25,41,Anambra,Broadband MiFi,Male,4,Very Good,51,300GB FUP Monthly Unlimited,30000,4,120000,133.68,Yes,Costly Data Plans,14,6817.68,891.000891000891,Young
CUST0401,Ifeanyi Adkins,Mar-25,42,Benue,5G Broadband Router,Male,1,Poor,43,200GB Monthly Broadband Plan,25000,17,425000,32.53,Yes,Better Offers from Competitors,10,1398.79,12675.216224276766,Middle
CUST0401,Ifeanyi Adkins,Mar-25,42,Benue,Mobile SIM Card,Male,1,Poor,43,500MB Daily Plan,350,3,1050,101.23,Yes,Better Offers from Competitors,17,4352.89,10.270957644527046,Middle
CUST0401,Ifeanyi Adkins,Mar-25,42,Benue,4G Router,Male,1,Poor,43,65GB Monthly Plan,16000,1,16000,164.01,Yes,Better Offers from Competitors,19,7052.429999999999,96.96382037452277,Middle
CUST0402,Sarah Oconnor,Jan-25,43,Benue,Mobile SIM Card,Female,1,Poor,11,12.5GB Monthly Plan,5500,4,22000,134.87,No,,3,1483.5700000000002,161.91948185765804,Middle
CUST0402,Sarah Oconnor,Jan-25,43,Benue,4G Router,Female,1,Poor,11,10GB+10mins Monthly Plan,4500,13,58500,167.03,No,,2,1837.33,348.1521156936261,Middle
CUST0402,Sarah Oconnor,Jan-25,43,Benue,Broadband MiFi,Female,1,Poor,11,60GB Monthly Broadband Plan,14500,8,116000,43.25,No,,18,475.75,2621.468926553672,Middle
CUST0403,Ibim Soto,Jan-25,30,Niger,5G Broadband Router,Male,5,Excellent,30,30GB Monthly Broadband Plan,9000,16,144000,16.91,Yes,Better Offers from Competitors,15,507.3,8040.201005025126,Young
CUST0403,Ibim Soto,Jan-25,30,Niger,Mobile SIM Card,Male,5,Excellent,30,3.2GB 2-Day Plan,1000,15,15000,77.26,Yes,Better Offers from Competitors,13,2317.8,191.66879631995909,Young
CUST0404,Maryam Buck,Feb-25,72,Osun,5G Broadband Router,Female,2,Fair,19,30GB Monthly Broadband Plan,9000,16,144000,199.75,No,,15,3795.25,717.3100871731009,Senior
CUST0404,Maryam Buck,Feb-25,72,Osun,Broadband MiFi,Female,2,Fair,19,30GB Monthly Broadband Plan,9000,17,153000,79.58,No,,15,1512.02,1898.73417721519,Senior
CUST0405,Chinedu Brown,Jan-25,31,Plateau,4G Router,Female,2,Fair,26,165GB Monthly Plan,35000,14,490000,24.99,Yes,Poor Customer Service,7,649.74,18853.405155829165,Young
CUST0405,Chinedu Brown,Jan-25,31,Plateau,5G Broadband Router,Female,2,Fair,26,1.5TB Yearly Broadband Plan,150000,19,2850000,56.06,Yes,Poor Customer Service,1,1457.56,49947.423764458465,Young
CUST0406,Zainab Soto,Feb-25,67,Ekiti,Mobile SIM Card,Female,4,Very Good,43,3.2GB 2-Day Plan,1000,16,16000,24.88,No,,13,1069.84,618.2380216383308,Mature
CUST0407,Grace Thompson,Jan-25,45,Borno,4G Router,Male,1,Poor,7,165GB Monthly Plan,35000,11,385000,121.11,No,,7,847.77,3152.8949308000983,Middle
CUST0408,Obinna Daniels,Feb-25,54,Anambra,Mobile SIM Card,Male,4,Very Good,43,1GB+1.5mins Daily Plan,500,18,9000,108.72,Yes,High Call Tarriffs,8,4674.96,82.02697776157491,Middle
CUST0408,Obinna Daniels,Feb-25,54,Anambra,5G Broadband Router,Male,4,Very Good,43,30GB Monthly Broadband Plan,9000,2,18000,190.54,Yes,High Call Tarriffs,15,8193.22,93.9751487939856,Middle
CUST0409,Boma Burns,Feb-25,31,Jigawa,4G Router,Female,4,Very Good,21,25GB Monthly Plan,9000,6,54000,177.0,No,,12,3717.0,303.3707865168539,Young
CUST0410,Grace Snyder,Feb-25,71,Borno,Mobile SIM Card,Female,4,Very Good,46,12.5GB Monthly Plan,5500,6,33000,112.67,No,,3,5182.82,290.31406703615727,Senior
CUST0410,Grace Snyder,Feb-25,71,Borno,5G Broadband Router,Female,4,Very Good,46,30GB Monthly Broadband Plan,9000,16,144000,78.58,No,,15,3614.68,1809.4998743402866,Senior
CUST0410,Grace Snyder,Feb-25,71,Borno,4G Router,Female,4,Very Good,46,165GB Monthly Plan,35000,12,420000,123.58,No,,7,5684.68,3371.327660940761,Senior
CUST0411,Abubakar Lane,Jan-25,57,Oyo,Broadband MiFi,Male,2,Fair,38,300GB FUP Monthly Unlimited,30000,14,420000,76.42,No,,14,2903.96,5424.9547920434,Mature
CUST0411,Abubakar Lane,Jan-25,57,Oyo,5G Broadband Router,Male,2,Fair,38,200GB Monthly Broadband Plan,25000,14,350000,198.39,No,,10,7538.82,1755.353829178996,Mature
CUST0412,Oghene Bartlett,Mar-25,23,Imo,5G Broadband Router,Male,5,Excellent,16,150GB FUP Monthly Unlimited,20000,1,20000,67.85,Yes,High Call Tarriffs,5,1085.6,290.48656499636894,Very Young
CUST0413,David Giles,Feb-25,57,Rivers,5G Broadband Router,Female,5,Excellent,43,1.5TB Yearly Broadband Plan,150000,11,1650000,117.8,No,,1,5065.4,13888.888888888889,Mature
CUST0413,David Giles,Feb-25,57,Rivers,Broadband MiFi,Female,5,Excellent,43,60GB Monthly Broadband Plan,14500,11,159500,114.29,No,,18,4914.47,1383.4677769103998,Mature
CUST0414,Ngozi Williams,Feb-25,78,Anambra,5G Broadband Router,Male,5,Excellent,22,200GB Monthly Broadband Plan,25000,7,175000,193.9,No,,10,4265.8,897.8963571062083,Senior
CUST0414,Ngozi Williams,Feb-25,78,Anambra,Broadband MiFi,Male,5,Excellent,22,60GB Monthly Broadband Plan,14500,3,43500,127.27,No,,18,2799.94,339.1284010290793,Senior
CUST0414,Ngozi Williams,Feb-25,78,Anambra,4G Router,Male,5,Excellent,22,10GB+10mins Monthly Plan,4500,2,9000,57.83,No,,2,1272.26,152.9831718510964,Senior
CUST0415,Maryam Anthony,Jan-25,67,Osun,Mobile SIM Card,Male,5,Excellent,46,20GB Monthly Plan,7500,3,22500,42.34,No,,11,1947.64,519.1508998615598,Mature
CUST0416,Maryam Blankenship,Mar-25,80,Abia,Mobile SIM Card,Female,2,Fair,43,16.5GB+10mins Monthly Plan,6500,1,6500,36.53,No,,6,1570.79,173.19477751132428,Senior
CUST0416,Maryam Blankenship,Mar-25,80,Abia,5G Broadband Router,Female,2,Fair,43,300GB FUP Monthly Unlimited,30000,7,210000,115.58,No,,14,4969.94,1801.3381369016984,Senior
CUST0417,Zina Hernandez,Jan-25,50,Adamawa,4G Router,Female,5,Excellent,60,10GB+10mins Monthly Plan,4500,10,45000,149.41,Yes,Fast Data Consumption,2,8964.6,299.1822352237218,Middle
CUST0418,Boma Johnson,Feb-25,68,Niger,4G Router,Male,4,Very Good,41,165GB Monthly Plan,35000,5,175000,48.08,Yes,Costly Data Plans,7,1971.28,3565.6071719641404,Senior
CUST0418,Boma Johnson,Feb-25,68,Niger,Mobile SIM Card,Male,4,Very Good,41,500MB Daily Plan,350,10,3500,6.03,Yes,Costly Data Plans,17,247.23000000000002,497.8662873399715,Senior
CUST0418,Boma Johnson,Feb-25,68,Niger,Broadband MiFi,Male,4,Very Good,41,60GB Monthly Broadband Plan,14500,14,203000,97.33,Yes,Costly Data Plans,18,3990.5299999999997,2064.476761924133,Senior
CUST0419,Boma Sanchez,Feb-25,20,Benue,4G Router,Male,1,Poor,18,65GB Monthly Plan,16000,16,256000,192.78,Yes,Better Offers from Competitors,19,3470.04,1321.0857673650532,Very Young
CUST0419,Boma Sanchez,Feb-25,20,Benue,5G Broadband Router,Male,1,Poor,18,30GB Monthly Broadband Plan,9000,3,27000,11.54,Yes,Better Offers from Competitors,15,207.71999999999997,2153.11004784689,Very Young
CUST0420,Ese Miller,Mar-25,54,Kaduna,4G Router,Female,1,Poor,58,65GB Monthly Plan,16000,19,304000,104.63,No,,19,6068.54,2877.970273596516,Middle
CUST0420,Ese Miller,Mar-25,54,Kaduna,Broadband MiFi,Female,1,Poor,58,120GB Monthly Broadband Plan,24000,3,72000,50.74,No,,4,2942.92,1391.5732508697333,Middle
CUST0420,Ese Miller,Mar-25,54,Kaduna,5G Broadband Router,Female,1,Poor,58,60GB Monthly Broadband Plan,14500,11,159500,120.16,No,,18,6969.28,1316.4410696599539,Middle
CUST0421,Tega Stokes,Feb-25,65,Imo,Mobile SIM Card,Female,1,Poor,14,2.5GB 2-Day Plan,900,12,10800,98.33,Yes,Costly Data Plans,9,1376.62,108.72848082150408,Mature
CUST0421,Tega Stokes,Feb-25,65,Imo,4G Router,Female,1,Poor,14,65GB Monthly Plan,16000,14,224000,63.64,Yes,Costly Data Plans,19,890.96,3465.3465346534654,Mature
CUST0422,John Smith,Feb-25,47,Akwa Ibom,Broadband MiFi,Male,3,Good,24,30GB Monthly Broadband Plan,9000,8,72000,138.29,No,,15,3318.96,516.9071720870128,Middle
CUST0423,Saidu Smith,Jan-25,65,Abia,Mobile SIM Card,Female,5,Excellent,58,20GB Monthly Plan,7500,9,67500,185.54,No,,11,10761.32,361.8526857510454,Mature
CUST0423,Saidu Smith,Jan-25,65,Abia,Broadband MiFi,Female,5,Excellent,58,300GB FUP Monthly Unlimited,30000,8,240000,18.5,No,,14,1073.0,12307.692307692309,Mature
CUST0424,Maryam Becker,Mar-25,42,Abuja (FCT),Broadband MiFi,Female,4,Very Good,41,60GB Monthly Broadband Plan,14500,11,159500,147.52,No,,18,6048.320000000001,1073.9294371128467,Middle
CUST0424,Maryam Becker,Mar-25,42,Abuja (FCT),4G Router,Female,4,Very Good,41,165GB Monthly Plan,35000,4,140000,175.41,No,,7,7191.8099999999995,793.6058046595998,Middle
CUST0425,Amina Ortega,Feb-25,49,Zamfara,5G Broadband Router,Male,5,Excellent,23,30GB Monthly Broadband Plan,9000,6,54000,128.45,No,,15,2954.35,417.14947856315183,Middle
CUST0425,Amina Ortega,Feb-25,49,Zamfara,4G Router,Male,5,Excellent,23,165GB Monthly Plan,35000,5,175000,158.31,No,,7,3641.13,1098.4872261628273,Middle
CUST0425,Amina Ortega,Feb-25,49,Zamfara,Broadband MiFi,Male,5,Excellent,23,30GB Monthly Broadband Plan,9000,10,90000,80.43,No,,15,1849.89,1105.243767653199,Middle
CUST0426,Ese Mathis,Feb-25,26,Delta,Mobile SIM Card,Male,5,Excellent,16,1.5GB 2-Day Plan,600,19,11400,52.51,No,,0,840.16,213.04429078676884,Very Young
CUST0426,Ese Mathis,Feb-25,26,Delta,4G Router,Male,5,Excellent,16,25GB Monthly Plan,9000,7,63000,160.01,No,,12,2560.16,391.2800447177194,Very Young
